"FIT.Number";"year.of.record";"Service.type";"Reason.for.force";"UOF.effective";"District.or.division";"Force.type";"Force.level";"Month.occurred";"Officer.primary.key";"Officer.sex";"Officer.race";"Officer.age.at.time.of.UOF";"Officer.years.exp.at.time.of.UOF";"Officer.injured";"Citizen.race";"Citizen.sex";"Citizen.age";"Citizen.injured";"Disposition"
"3955";"FTN2016-0122";2016;"Call for Service";"refuse verbal commands";"Yes";"2nd District";"Hands / Escort tech";"L1";3;"885f92075e84336b006e750ec8a38bf5";"M";"Black / African American";"55";"25";"No";"Black / African American";"F";"37";"No";"Authorized"
"3956";"FTN2016-0122";2016;"Call for Service";"refuse verbal commands";"Yes";"2nd District";"L1-Other";"L1";3;"2fe2d3977597af5638c3683a995dbbc3";"M";"White";"46";"25";"No";"Black / African American";"F";"37";"No";"Authorized"
"3957";"FTN2016-0122";2016;"Call for Service";"refuse verbal commands";"Yes";"2nd District";"L1-Other";"L1";3;"2fe2d3977597af5638c3683a995dbbc3";"M";"White";"46";"25";"No";"Black / African American";"F";"27";"No";"Authorized"
"3958";"FTN2016-0122";2016;"Call for Service";"refuse verbal commands";"Yes";"2nd District";"Taser Exhibited";"L1";3;"156c5b7d6aa67289c9e2785d0952b31a";"M";"White";"38";"11";"No";"Black / African American";"F";"37";"No";"Authorized"
"3959";"FTN2016-0122";2016;"Call for Service";"refuse verbal commands";"Yes";"2nd District";"Taser Exhibited";"L1";3;"156c5b7d6aa67289c9e2785d0952b31a";"M";"White";"38";"11";"No";"Black / African American";"F";"27";"No";"Authorized"
"3960";"FTN2016-0121";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"6th District";"Defense Tech / Take-down";"L2";3;"affc196e3998d8c279f9afc9d4e9640a";"M";"Black / African American";"35";"4";"No";"White";"M";"42";"Yes";"Authorized"
"3961";"FTN2016-0002";2016;"Call for Service";"Other";"Yes";"1st District";"Firearm Exhibited";"L1";3;"fae78294f7b7843898cd17ef47b3923f";"M";"White";"35";"6";"No";"White";"M";"28";"No";"Authorized"
"3962";"FTN2016-0120";2016;"Pedestrian Stop";"refuse verbal commands";"Yes";"5th District";"Hands / Escort tech";"L1";3;"b622c63248f02f0cfa414796b51629f5";"M";"Black / African American";"27";"3";"No";"Black / African American";"M";"22";"Yes";"Authorized"
"3963";"FTN2016-0120";2016;"Pedestrian Stop";"refuse verbal commands";"No";"5th District";"Firearm Exhibited";"L1";3;"feda8d3c52ce7ea963d07fb4524db0d1";"M";"White";"29";"7";"No";"Black / African American";"M";"22";"Yes";"Authorized"
"3964";"FTN2016-0119";2016;"Other";"Battery on Police Officer";"Yes";"Special or Criminal Investigations";"Hands / Escort tech";"L1";2;"01933ddc1526b47fb18e5044429c0698";"M";"Black / African American";"53";"22";"Yes";"Black / African American";"M";"14";"No";"Authorized"
"3965";"FTN2016-0118";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"35d235d806268a1cc4f1201cc14b5561";"M";"Black / African American";"36";"12";"No";"Black / African American";"M";"38";"No";"Authorized"
"3966";"FTN2016-0118";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"35d235d806268a1cc4f1201cc14b5561";"M";"Black / African American";"36";"12";"No";"Black / African American";"M";"39";"No";"Authorized"
"3967";"FTN2016-0118";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"35d235d806268a1cc4f1201cc14b5561";"M";"Black / African American";"36";"12";"No";"Black / African American";"F";"31";"No";"Authorized"
"3968";"FTN2016-0118";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"35d235d806268a1cc4f1201cc14b5561";"M";"Black / African American";"36";"12";"No";"Black / African American";"F";"32";"No";"Authorized"
"3969";"FTN2016-0118";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"42";"16";"No";"Black / African American";"F";"32";"No";"Authorized"
"3970";"FTN2016-0118";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"42";"16";"No";"Black / African American";"F";"31";"No";"Authorized"
"3971";"FTN2016-0118";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"42";"16";"No";"Black / African American";"M";"39";"No";"Authorized"
"3972";"FTN2016-0118";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"42";"16";"No";"Black / African American";"M";"38";"No";"Authorized"
"3973";"FTN2016-0117";2016;"Call for Service";"refuse verbal commands";"Yes";"7th District";"Taser Exhibited";"L1";2;"4e77c9e1b7a19c03c3b26cb9e7188781";"M";"Black / African American";"43";"9";"No";"Black / African American";"M";"37";"No";"Authorized"
"3974";"FTN2016-0116";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"3058e9e026976001b3869ed1cad7cc77";"M";"Black / African American";"39";"14";"No";"Black / African American";"M";"31";"No";"Authorized"
"3975";"FTN2016-0116";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"d10a8dce2646904ab3f193627b96947c";"M";"Black / African American";"36";"12";"No";"Black / African American";"M";"31";"No";"Authorized"
"3976";"FTN2016-0115";2016;"Traffic Stop";"refuse verbal commands";"Yes";"7th District";"Firearm Exhibited";"L1";2;"46e9aeb31a8e1b2e5ce5f93ababa7462";"M";"White";"NULL";"NULL";"No";"Unknown race";"Unknown gender";"31";"No";"Authorized"
"3977";"FTN2016-0114";2016;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"7th District";"Firearm Exhibited";"L1";2;"9a47c24b800e37a1752b475d2505390c";"M";"Unknown race";"28";"2";"No";"Black / African American";"M";"44";"No";"Authorized"
"3978";"FTN2016-0110";2016;"Call for Service";"refuse verbal commands";"No";"8th District";"Taser Exhibited";"L1";2;"f9e5d61444bc62c455456c1605a38073";"F";"Black / African American";"33";"7";"No";"White";"M";"33";"No";"Authorized"
"3979";"FTN2016-0110";2016;"Call for Service";"refuse verbal commands";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"f9e5d61444bc62c455456c1605a38073";"F";"Black / African American";"33";"7";"No";"White";"M";"33";"No";"Authorized"
"3980";"FTN2016-0110";2016;"Call for Service";"refuse verbal commands";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"fd1df0634af934630934a5e40379f908";"F";"Black / African American";"40";"18";"No";"White";"M";"33";"No";"Authorized"
"3981";"FTN2016-0110";2016;"Call for Service";"refuse verbal commands";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"9aef57306fe0708df357e62646bb2c06";"F";"Black / African American";"38";"12";"No";"White";"M";"33";"No";"Authorized"
"3982";"FTN2016-0110";2016;"Call for Service";"refuse verbal commands";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"d1f3db5ed66a4ecd1c5bf3b456e5606b";"M";"White";"61";"7";"No";"White";"M";"33";"No";"Authorized"
"3983";"FTN2016-0113";2016;"Traffic Stop";"refuse verbal commands";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"54a79f27ceee3e6b86f901a6ccdb79db";"M";"Black / African American";"41";"9";"No";"Black / African American";"M";"27";"No";"Authorized"
"3984";"FTN2016-0111";2016;"Call for Service";"refuse verbal commands";"No";"4th District";"Taser Exhibited";"L1";2;"ea9fd6703fdada009be30dd0f79f78de";"M";"Black / African American";"51";"15";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"3985";"FTN2016-0111";2016;"Call for Service";"refuse verbal commands";"No";"4th District";"Taser Exhibited";"L1";2;"ea9fd6703fdada009be30dd0f79f78de";"M";"Black / African American";"51";"15";"No";"White";"M";"54";"No";"Authorized"
"3986";"FTN2016-0106";2016;"Call for Service";"Other";"Yes";"7th District";"L2-Taser";"L2";2;"aa9bb1d0a4658a25469c59ef9e18fd1b";"M";"Black / African American";"41";"18";"No";"Unknown race";"Unknown gender";"NULL";"No";"Authorized"
"3987";"FTN2016-0106";2016;"Call for Service";"Other";"Yes";"7th District";"Firearm Exhibited";"L1";2;"aa9bb1d0a4658a25469c59ef9e18fd1b";"M";"Black / African American";"41";"18";"No";"Unknown race";"Unknown gender";"NULL";"No";"Authorized"
"3988";"FTN2016-0108";2016;"Arresting";"Resisting Lawful Arrest";"No";"8th District";"L2-Taser";"L2";2;"f663b54f6bbc48360b6951e3a254d065";"M";"Black / African American";"51";"25";"No";"Black / African American";"M";"27";"No";"Authorized"
"3989";"FTN2016-0108";2016;"Arresting";"Resisting Lawful Arrest";"No";"8th District";"Hands / Escort tech";"L1";2;"87386617932b7f66752a3f842dd27c56";"M";"Black / African American";"43";"19";"No";"Black / African American";"M";"27";"No";"Authorized"
"3990";"FTN2016-0109";2016;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"5th District";"Firearm Exhibited";"L1";2;"306a937dfa0335e74514e4c6044755f6";"M";"Black / African American";"32";"9";"No";"Black / African American";"M";"31";"No";"NULL"
"3991";"FTN2016-0107";2016;"Call for Service";"Other";"Yes";"2nd District";"Hands / Escort tech";"L1";2;"01fd7993b6dc56ef33783f9fa9139a55";"M";"Black / African American";"37";"12";"No";"White";"F";"28";"No";"Authorized"
"3992";"FTN2016-0105";2016;"Call for Service";"refuse verbal commands";"Yes";"7th District";"Firearm Exhibited";"L1";2;"fb74ff2ffa53a24af265a84392f2f529";"M";"Black / African American";"27";"7";"No";"Black / African American";"M";"39";"No";"Authorized"
"3993";"FTN2016-0105";2016;"Call for Service";"refuse verbal commands";"Yes";"7th District";"Defense Tech / Take-down";"L2";2;"fb74ff2ffa53a24af265a84392f2f529";"M";"Black / African American";"27";"7";"No";"Black / African American";"M";"39";"No";"Authorized"
"3994";"FTN2016-0105";2016;"Call for Service";"refuse verbal commands";"Yes";"7th District";"Hands / Escort tech";"L1";2;"89d6b1c0054dee0e0cb7dabbe59aa5c3";"F";"Black / African American";"49";"22";"No";"Black / African American";"M";"39";"No";"Authorized"
"3995";"FTN2016-0104";2016;"Call for Service";"refuse verbal commands";"Yes";"8th District";"Hands / Escort tech";"L1";2;"a8a4298f3db63f52b567a2a1507a6988";"M";"White";"27";"3";"No";"Black / African American";"M";"48";"No";"Authorized"
"3996";"FTN2016-0103";2016;"Traffic Stop";"Escape";"Yes";"7th District";"Canine (No Bite)";"L1";2;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"48";"25";"No";"Black / African American";"M";"15";"Yes";"Authorized"
"3997";"FTN2016-0103";2016;"Traffic Stop";"Escape";"Yes";"7th District";"Canine (No Bite)";"L1";2;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"48";"25";"No";"Black / African American";"M";"15";"Yes";"Authorized"
"3998";"FTN2016-0102";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";2;"7b125e4d11b2826d623dd1d41be16454";"F";"White";"40";"12";"No";"White";"M";"NULL";"No";"Authorized"
"3999";"FTN2016-0102";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"7b125e4d11b2826d623dd1d41be16454";"F";"White";"40";"12";"No";"White";"M";"NULL";"No";"Authorized"
"4000";"FTN2016-0103";2016;"Traffic Stop";"Escape";"Yes";"7th District";"Firearm Exhibited";"L1";2;"4f928ea3636c10c798e47ce7932c9f34";"M";"Black / African American";"39";"9";"No";"Black / African American";"M";"15";"Yes";"Authorized"
"4001";"FTN2016-0103";2016;"Traffic Stop";"Escape";"Yes";"7th District";"Firearm Exhibited";"L1";2;"4f928ea3636c10c798e47ce7932c9f34";"M";"Black / African American";"39";"9";"No";"Black / African American";"M";"15";"Yes";"Authorized"
"4002";"FTN2016-0103";2016;"Traffic Stop";"Escape";"Yes";"7th District";"Firearm Exhibited";"L1";2;"3424b704cfd323454652cd3d4555d323";"M";"Black / African American";"46";"23";"No";"Black / African American";"M";"15";"Yes";"Authorized"
"4003";"FTN2016-0103";2016;"Traffic Stop";"Escape";"Yes";"7th District";"Firearm Exhibited";"L1";2;"3424b704cfd323454652cd3d4555d323";"M";"Black / African American";"46";"23";"No";"Black / African American";"M";"15";"Yes";"Authorized"
"4004";"FTN2016-0103";2016;"Traffic Stop";"Escape";"Yes";"7th District";"Firearm Exhibited";"L1";2;"77f018d4c20619bd0281b97af7526810";"M";"Black / African American";"42";"11";"No";"Black / African American";"M";"15";"Yes";"Authorized"
"4005";"FTN2016-0103";2016;"Traffic Stop";"Escape";"Yes";"7th District";"Firearm Exhibited";"L1";2;"77f018d4c20619bd0281b97af7526810";"M";"Black / African American";"42";"11";"No";"Black / African American";"M";"15";"Yes";"Authorized"
"4006";"FTN2016-0101";2016;"Serving a Warrant";"Other";"Yes";"5th District";"Firearm Exhibited";"L1";2;"306a937dfa0335e74514e4c6044755f6";"M";"Black / African American";"32";"9";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"4007";"FTN2016-0101";2016;"Serving a Warrant";"Other";"Yes";"5th District";"Firearm Exhibited";"L1";2;"306a937dfa0335e74514e4c6044755f6";"M";"Black / African American";"32";"9";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"4008";"FTN2016-0101";2016;"Serving a Warrant";"Other";"Yes";"5th District";"Firearm Exhibited";"L1";2;"306a937dfa0335e74514e4c6044755f6";"M";"Black / African American";"32";"9";"No";"Black / African American";"F";"NULL";"No";"Authorized"
"4009";"FTN2016-0101";2016;"Serving a Warrant";"Other";"Yes";"5th District";"Firearm Exhibited";"L1";2;"306a937dfa0335e74514e4c6044755f6";"M";"Black / African American";"32";"9";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"4010";"FTN2016-0100";2016;"Call for Service";"Other";"Yes";"7th District";"Firearm Exhibited";"L1";2;"6a625c4f44c88b1210d07b115465c1bc";"M";"Black / African American";"60";"33";"No";"White";"M";"NULL";"No";"Authorized"
"4011";"FTN2016-0099";2016;"Arresting";"Resisting Lawful Arrest";"No";"5th District";"L2-Taser";"L2";2;"991da09cab86c71c802596cfedfbdeac";"M";"Black / African American";"42";"18";"Yes";"Black / African American";"M";"48";"No";"Authorized"
"4012";"FTN2016-0099";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"5th District";"Defense Tech / Take-down";"L2";2;"991da09cab86c71c802596cfedfbdeac";"M";"Black / African American";"42";"18";"Yes";"Black / African American";"M";"48";"No";"Authorized"
"4013";"FTN2016-0099";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"5th District";"Defense Tech / Take-down";"L2";2;"1d89b72e7d7b0a54d166ffef556066ed";"M";"White";"NULL";"4";"Yes";"Black / African American";"M";"48";"No";"Authorized"
"4014";"FTN2016-0099";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"5th District";"L1-Other";"L1";2;"b622c63248f02f0cfa414796b51629f5";"M";"Black / African American";"27";"3";"Yes";"Black / African American";"M";"48";"No";"Authorized"
"4015";"FTN2016-0099";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"5th District";"Hands / Escort tech";"L1";2;"9f4f6a7105c3b76b9aabbeae8b414fcc";"M";"Black / African American";"31";"2";"Yes";"Black / African American";"M";"48";"No";"Authorized"
"4016";"FTN2016-0098";2016;"Arresting";"Resisting Officer w/Weapon";"Yes";"7th District";"Firearm Exhibited";"L1";2;"89457e1b467dc9dfcf594fc435b74d25";"M";"Black / African American";"28";"2";"No";"Black / African American";"M";"21";"No";"Authorized"
"4017";"FTN2016-0098";2016;"Arresting";"Resisting Officer w/Weapon";"Yes";"7th District";"Firearm Exhibited";"L1";2;"f197c3de3e3d8a722ed0bb50e38f45e6";"M";"Hispanic";"29";"8";"No";"Black / African American";"M";"21";"No";"Authorized"
"4018";"FTN2016-0098";2016;"Arresting";"Resisting Officer w/Weapon";"Yes";"7th District";"Firearm Exhibited";"L1";2;"31126a9b2a08a7239c5309fcca2b9b8b";"M";"Black / African American";"47";"8";"No";"Black / African American";"M";"21";"No";"Authorized"
"4019";"FTN2016-0098";2016;"Arresting";"Resisting Officer w/Weapon";"Yes";"7th District";"Firearm Exhibited";"L1";2;"0b3652d3ed7e40309f17bacca0703f63";"M";"Black / African American";"55";"25";"No";"Black / African American";"M";"21";"No";"Authorized"
"4020";"FTN2016-0098";2016;"Arresting";"Resisting Officer w/Weapon";"Yes";"7th District";"Firearm Exhibited";"L1";2;"5b9538b5d074177ad410772a81f0f493";"M";"Black / African American";"33";"7";"No";"Black / African American";"M";"21";"No";"Authorized"
"4021";"FTN2016-0098";2016;"Arresting";"Resisting Officer w/Weapon";"Yes";"7th District";"Firearm Exhibited";"L1";2;"fc47980b62c9889c8c96baea57fb5fbe";"M";"Black / African American";"44";"19";"No";"Black / African American";"M";"21";"No";"Authorized"
"4022";"FTN2016-0098";2016;"Arresting";"Resisting Officer w/Weapon";"Yes";"7th District";"Firearm Exhibited";"L1";2;"77f018d4c20619bd0281b97af7526810";"M";"Black / African American";"42";"11";"No";"Black / African American";"M";"21";"No";"Authorized"
"4023";"FTN2016-0096";2016;"Call for Service";"Other";"No";"7th District";"Taser Exhibited";"L1";2;"fb74ff2ffa53a24af265a84392f2f529";"M";"Black / African American";"27";"7";"No";"Black / African American";"F";"71";"Yes";"Authorized"
"4024";"FTN2016-0096";2016;"Call for Service";"Other";"Yes";"7th District";"Defense Tech / Take-down";"L2";2;"0b3652d3ed7e40309f17bacca0703f63";"M";"Black / African American";"55";"25";"No";"Black / African American";"F";"71";"Yes";"Authorized"
"4025";"FTN2016-0096";2016;"Call for Service";"Other";"Yes";"7th District";"Defense Tech / Take-down";"L2";2;"31126a9b2a08a7239c5309fcca2b9b8b";"M";"Black / African American";"47";"8";"No";"Black / African American";"F";"71";"Yes";"Authorized"
"4026";"FTN2016-0095";2016;"Call for Service";"refuse verbal commands";"Yes";"7th District";"Taser Exhibited";"L1";2;"31126a9b2a08a7239c5309fcca2b9b8b";"M";"Black / African American";"47";"8";"No";"Black / African American";"F";"31";"No";"Authorized"
"4027";"FTN2016-0092";2016;"Call for Service";"Resisting Lawful Arrest";"Yes";"2nd District";"Defense Tech / Take-down";"L2";2;"5961a3ef1b43b5658c224c72d675a563";"M";"White";"37";"12";"No";"White";"M";"35";"Yes";"Authorized"
"4028";"FTN2016-0092";2016;"Call for Service";"Resisting Lawful Arrest";"Yes";"2nd District";"Hands / Escort tech";"L1";2;"b3882ab9c8235014032368550efb8cd8";"M";"White";"23";"1";"No";"White";"M";"35";"Yes";"Authorized"
"4029";"FTN2016-0150";2016;"Arresting";"Resisting Lawful Arrest";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"84617e14e5341c77e8f7606065fc8f96";"M";"White";"47";"19";"No";"Black / African American";"M";"15";"Yes";"NULL"
"4030";"FTN2016-0094";2016;"Call for Service";"Escape";"Yes";"7th District";"Firearm Exhibited";"L1";2;"77fb860e4516be128f6c97edb44410a8";"M";"White";"51";"2";"No";"Black / African American";"M";"33";"No";"Authorized"
"4031";"FTN2016-0093";2016;"Call for Service";"Escape";"Yes";"7th District";"Taser Exhibited";"L1";2;"ea380287e359faf4f71e31f6e03dde4e";"F";"Black / African American";"34";"8";"No";"Black / African American";"M";"16";"No";"Authorized"
"4032";"FTN2016-0097";2016;"Call for Service";"Other";"Yes";"5th District";"Firearm Exhibited";"L1";2;"01997ae148e1930d7a4a763dc779bb1e";"M";"White";"30";"2";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"4033";"FTN2016-0088";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"42";"16";"No";"Black / African American";"F";"49";"No";"Authorized"
"4034";"FTN2016-0088";2016;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"42";"16";"No";"Black / African American";"F";"25";"No";"Authorized"
