"FIT.Number";"year.of.record";"Service.type";"Reason.for.force";"UOF.effective";"District.or.division";"Force.type";"Force.level";"Month.occurred";"Officer.primary.key";"Officer.sex";"Officer.race";"Officer.age.at.time.of.UOF";"Officer.years.exp.at.time.of.UOF";"Officer.injured";"Citizen.race";"Citizen.sex";"Citizen.age";"Citizen.injured";"Disposition"
"2428";"FTN2017-0116";2017;"Traffic Stop";"refuse verbal commands";"Yes";"8th District";"Hands / Escort tech";"L1";2;"e0a20d93c286215978f9b5f3518c8505";"M";"White";"39";"3";"No";"White";"M";"50";"No";"Authorized"
"2429";"FTN2017-0116";2017;"Traffic Stop";"refuse verbal commands";"Yes";"8th District";"Hands / Escort tech";"L1";2;"e272d5cebb8dbc7a60aadfce5a135ebf";"M";"Black / African American";"54";"20";"No";"White";"M";"50";"No";"Authorized"
"2430";"FTN2017-0116";2017;"Traffic Stop";"refuse verbal commands";"Yes";"8th District";"Hands / Escort tech";"L1";2;"e8a9f214fb1b17343d21449420dde65e";"M";"Black / African American";"53";"34";"No";"White";"M";"50";"No";"Authorized"
"2431";"FTN2017-0114";2017;"Arresting";"refuse verbal commands";"Yes";"5th District";"L2-Taser";"L2";2;"b622c63248f02f0cfa414796b51629f5";"M";"Black / African American";"28";"4";"No";"Black / African American";"M";"27";"Yes";"Authorized"
"2432";"FTN2017-0113";2017;"Serving a Warrant";"Resisting Lawful Arrest";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"43";"17";"No";"Black / African American";"M";"36";"No";"Authorized"
"2433";"FTN2017-0111";2017;"Call for Service";"Other";"Yes";"Special Operations";"Canine (No Bite)";"L2";2;"68e73dd852688f066c46cbfccd74b3ba";"M";"Black / African American";"46";"17";"No";"Black / African American";"M";"26";"Yes";"Authorized"
"2434";"FTN2017-0112";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"84617e14e5341c77e8f7606065fc8f96";"M";"White";"48";"20";"No";"Black / African American";"M";"33";"No";"Authorized"
"2435";"FTN2017-0109";2017;"Call for Service";"Other";"Yes";"5th District";"Hands / Escort tech";"L1";2;"7c95c6f68189b1726cc76f721e18c98d";"M";"Black / African American";"48";"8";"No";"Black / African American";"M";"28";"No";"Authorized"
"2436";"FTN2017-0109";2017;"Call for Service";"Other";"Yes";"5th District";"Defense Tech / Take-down";"L2";2;"7c95c6f68189b1726cc76f721e18c98d";"M";"Black / African American";"48";"8";"No";"Black / African American";"M";"28";"No";"Authorized"
"2437";"FTN2017-0109";2017;"Call for Service";"Other";"No";"5th District";"Taser Exhibited";"L1";2;"7c95c6f68189b1726cc76f721e18c98d";"M";"Black / African American";"48";"8";"No";"Black / African American";"M";"28";"No";"Authorized"
"2438";"FTN2017-0109";2017;"Call for Service";"Other";"Yes";"5th District";"Defense Tech / Take-down";"L2";2;"bc7311ac7cc4de805346aaecd2708a77";"M";"Black / African American";"34";"1";"No";"Black / African American";"M";"28";"No";"Authorized"
"2439";"FTN2017-0109";2017;"Call for Service";"Other";"Yes";"5th District";"Hands / Escort tech";"L1";2;"bc7311ac7cc4de805346aaecd2708a77";"M";"Black / African American";"34";"1";"No";"Black / African American";"M";"28";"No";"Authorized"
"2440";"FTN2017-0108";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"8th District";"Firearm Exhibited";"L1";2;"53d432e634be55f2bdb507cec34513e4";"M";"White";"57";"27";"No";"Black / African American";"M";"21";"Yes";"Authorized"
"2441";"FTN2017-0108";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"8th District";"Firearm Exhibited";"L1";2;"53d432e634be55f2bdb507cec34513e4";"M";"White";"57";"27";"No";"Black / African American";"M";"NULL";"Yes";"Authorized"
"2442";"FTN2017-0108";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"8th District";"Firearm Exhibited";"L1";2;"704eee15d00476bc9a4eeca4d4e7fdff";"M";"White";"39";"9";"No";"Black / African American";"M";"NULL";"Yes";"Authorized"
"2443";"FTN2017-0108";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"8th District";"Firearm Exhibited";"L1";2;"704eee15d00476bc9a4eeca4d4e7fdff";"M";"White";"39";"9";"No";"Black / African American";"M";"21";"Yes";"Authorized"
"2444";"FTN2017-0108";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"8th District";"Firearm Exhibited";"L1";2;"6be36150bb43b19f0d0cfa9a77cc3b79";"M";"White";"47";"20";"No";"Black / African American";"M";"21";"Yes";"Authorized"
"2445";"FTN2017-0108";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"8th District";"L1-Other";"L1";2;"6be36150bb43b19f0d0cfa9a77cc3b79";"M";"White";"47";"20";"No";"Black / African American";"M";"21";"Yes";"Authorized"
"2446";"FTN2017-0108";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"8th District";"Firearm Exhibited";"L1";2;"6be36150bb43b19f0d0cfa9a77cc3b79";"M";"White";"47";"20";"No";"Black / African American";"M";"NULL";"Yes";"Authorized"
"2447";"FTN2017-0108";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"8th District";"L1-Other";"L1";2;"6be36150bb43b19f0d0cfa9a77cc3b79";"M";"White";"47";"20";"No";"Black / African American";"M";"NULL";"Yes";"Authorized"
"2448";"FTN2017-0104";2017;"Other";"Other";"Yes";"8th District";"Firearm Exhibited";"L1";2;"1d80f9b63da5d35f4ebd9d5dcb901465";"M";"White";"26";"2";"No";"Black / African American";"F";"29";"No";"Authorized"
"2449";"FTN2017-0106";2017;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"ef50609e709cb6c1a06500b64072d27d";"M";"Black / African American";"26";"2";"Yes";"Black / African American";"M";"22";"No";"Authorized"
"2450";"FTN2017-0106";2017;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"c471cc772c38e20445777617d40a8a1d";"M";"Black / African American";"41";"18";"Yes";"Black / African American";"M";"22";"No";"Authorized"
"2451";"FTN2017-0106";2017;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"e272d5cebb8dbc7a60aadfce5a135ebf";"M";"Black / African American";"54";"20";"Yes";"Black / African American";"M";"22";"No";"Authorized"
"2452";"FTN2017-0106";2017;"Arresting";"Battery on Police Officer";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"e8a9f214fb1b17343d21449420dde65e";"M";"Black / African American";"53";"34";"Yes";"Black / African American";"M";"22";"No";"Authorized"
"2453";"FTN2017-0103";2017;"Arresting";"Battery on Police Officer";"Yes";"Special or Criminal Investigations";"Hands / Escort tech";"L1";2;"2916acaceef504058860853e75005a0d";"M";"Black / African American";"38";"12";"No";"Black / African American";"M";"25";"No";"NULL"
"2454";"FTN2017-0103";2017;"Arresting";"Battery on Police Officer";"No";"Special or Criminal Investigations";"Head Strike (No Wep)";"L3";2;"2916acaceef504058860853e75005a0d";"M";"Black / African American";"38";"12";"No";"Black / African American";"M";"25";"No";"NULL"
"2455";"FTN2017-0103";2017;"Arresting";"Battery on Police Officer";"Yes";"Special or Criminal Investigations";"Hands / Escort tech";"L1";2;"d0774726fb8c30f7bdebf642a0eb7d4f";"M";"Black / African American";"34";"9";"No";"Black / African American";"M";"25";"No";"NULL"
"2456";"FTN2017-0107";2017;"Arresting";"Other";"Yes";"2nd District";"Firearm Exhibited";"L1";2;"05f525e19f96566a381d063b926fd1f9";"M";"White";"53";"24";"No";"White";"M";"NULL";"No";"Authorized"
"2457";"FTN2017-0105";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"1st District";"Defense Tech / Take-down";"L2";2;"fae78294f7b7843898cd17ef47b3923f";"M";"White";"36";"7";"No";"White";"M";"21";"No";"Authorized"
"2458";"FTN2017-0105";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"1st District";"Hands / Escort tech";"L1";2;"44cb464a1ce764213488774faac50949";"M";"White";"45";"10";"No";"White";"M";"21";"No";"Authorized"
"2459";"FTN2017-0101";2017;"Call for Service";"Other";"No";"4th District";"L2-Taser";"L2";2;"90ae4aa5edc250a9a6301d85e2b7ded7";"M";"Black / African American";"43";"11";"No";"Black / African American";"M";"30";"Yes";"Authorized"
"2460";"FTN2017-0101";2017;"Call for Service";"Other";"No";"4th District";"L2-Taser";"L2";2;"cac7078ce9e0f775245d8d0270e07b07";"M";"Black / African American";"36";"4";"No";"Black / African American";"M";"30";"Yes";"Authorized"
"2461";"FTN2017-0101";2017;"Call for Service";"Other";"Yes";"4th District";"Defense Tech / Take-down";"L2";2;"cac7078ce9e0f775245d8d0270e07b07";"M";"Black / African American";"36";"4";"No";"Black / African American";"M";"30";"Yes";"Authorized"
"2462";"FTN2017-0101";2017;"Call for Service";"Other";"Yes";"4th District";"Defense Tech / Take-down";"L2";2;"ea2e0fee593f466db5f32508fa27998f";"M";"White";"39";"3";"No";"Black / African American";"M";"30";"Yes";"Authorized"
"2463";"FTN2017-0101";2017;"Call for Service";"Other";"Yes";"4th District";"Hands / Escort tech";"L1";2;"ea2e0fee593f466db5f32508fa27998f";"M";"White";"39";"3";"No";"Black / African American";"M";"30";"Yes";"Authorized"
"2464";"FTN2017-0101";2017;"Call for Service";"Other";"No";"4th District";"Firearm Exhibited";"L1";2;"be0f87812224ec2d8da46f5f632569f4";"M";"Black / African American";"30";"8";"No";"Black / African American";"M";"30";"Yes";"Authorized"
"2465";"FTN2017-0101";2017;"Call for Service";"Other";"Yes";"4th District";"Defense Tech / Take-down";"L2";2;"be0f87812224ec2d8da46f5f632569f4";"M";"Black / African American";"30";"8";"No";"Black / African American";"M";"30";"Yes";"Authorized"
"2466";"FTN2017-0101";2017;"Call for Service";"Other";"Yes";"4th District";"Taser Exhibited";"L1";2;"be0f87812224ec2d8da46f5f632569f4";"M";"Black / African American";"30";"8";"No";"Black / African American";"M";"30";"Yes";"Authorized"
"2467";"FTN2017-0103";2017;"Arresting";"Battery on Police Officer";"Yes";"Special or Criminal Investigations";"Hands / Escort tech";"L1";2;"db8b2472fa8d69c228b694bdec10f1bb";"M";"Black / African American";"38";"9";"No";"Black / African American";"M";"25";"No";"NULL"
"2468";"FTN2017-0102";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"1st District";"Firearm Exhibited";"L1";2;"a8a4298f3db63f52b567a2a1507a6988";"M";"White";"28";"4";"No";"Black / African American";"M";"14";"No";"Authorized"
"2469";"FTN2017-0100";2017;"Arresting";"refuse verbal commands";"Yes";"5th District";"Firearm Exhibited";"L1";2;"b622c63248f02f0cfa414796b51629f5";"M";"Black / African American";"28";"4";"No";"Black / African American";"M";"22";"No";"Authorized"
"2470";"FTN2017-0098";2017;"Other";"Other";"No";"Special Operations";"Firearm Exhibited";"L1";2;"c8673514cdb8f11038a681c85a2f2da9";"M";"Black / African American";"42";"26";"No";"Black / African American";"M";"21";"Yes";"Authorized"
"2471";"FTN2017-0098";2017;"Other";"Other";"Yes";"Special Operations";"Canine (No Bite)";"L2";2;"68e73dd852688f066c46cbfccd74b3ba";"M";"Black / African American";"46";"17";"No";"Black / African American";"M";"21";"Yes";"Authorized"
"2472";"FTN2017-0095";2017;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"4c1f1d2fea9d2435bb66c60757f204de";"M";"White";"39";"7";"No";"White";"M";"NULL";"No";"Authorized"
"2473";"FTN2017-0096";2017;"Call for Service";"Other";"No";"6th District";"Firearm Exhibited";"L1";2;"3bf3d072096dc7e9eee7607024922f5c";"M";"Hispanic";"28";"5";"No";"Black / African American";"M";"39";"No";"Authorized"
"2474";"FTN2017-0096";2017;"Call for Service";"Other";"No";"6th District";"Firearm Exhibited";"L1";2;"3bf3d072096dc7e9eee7607024922f5c";"M";"Hispanic";"28";"5";"No";"Black / African American";"M";"44";"No";"Authorized"
"2475";"FTN2017-0096";2017;"Call for Service";"Other";"No";"6th District";"Firearm Exhibited";"L1";2;"3bf3d072096dc7e9eee7607024922f5c";"M";"Hispanic";"28";"5";"No";"White";"F";"28";"No";"Authorized"
"2476";"FTN2017-0096";2017;"Call for Service";"Other";"No";"6th District";"Firearm Exhibited";"L1";2;"69fb87f9245dfda43b7fc1e641b44f01";"M";"White";"44";"9";"No";"White";"F";"28";"No";"Authorized"
"2477";"FTN2017-0096";2017;"Call for Service";"Other";"No";"6th District";"Firearm Exhibited";"L1";2;"69fb87f9245dfda43b7fc1e641b44f01";"M";"White";"44";"9";"No";"Black / African American";"M";"44";"No";"Authorized"
"2478";"FTN2017-0096";2017;"Call for Service";"Other";"No";"6th District";"Firearm Exhibited";"L1";2;"69fb87f9245dfda43b7fc1e641b44f01";"M";"White";"44";"9";"No";"Black / African American";"M";"39";"No";"Authorized"
"2479";"FTN2017-0094";2017;"Other";"Other";"Yes";"2nd District";"Firearm Exhibited";"L1";2;"331b66a5dfa9fb170d69beed986ba2c2";"M";"Black / African American";"39";"14";"No";"Black / African American";"M";"19";"No";"Authorized"
"2480";"FTN2017-0091";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";2;"cffa3c29a162242e41784dc9e5c80cdf";"M";"Black / African American";"40";"19";"No";"Black / African American";"M";"69";"No";"Authorized"
"2481";"FTN2017-0091";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";2;"9918ded260ab833889db4363e1b37e9b";"M";"White";"31";"2";"No";"Black / African American";"M";"69";"No";"Authorized"
"2482";"FTN2017-0091";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";2;"f1e63d259b24951075e0bfe348c7bf3b";"M";"White";"33";"3";"No";"Black / African American";"M";"69";"No";"Authorized"
"2483";"FTN2017-0093";2017;"Call for Service";"Battery on Police Officer";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"55dc0f70efdd7ff3303da5a93cc5d53f";"M";"Black / African American";"47";"20";"No";"White";"M";"22";"No";"Authorized"
"2484";"FTN2017-0093";2017;"Call for Service";"Battery on Police Officer";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"e60fe849ba146d8574ab15aa5d71a7ca";"M";"Black / African American";"54";"28";"No";"White";"M";"22";"No";"Authorized"
"2485";"FTN2017-0090";2017;"Arresting";"refuse verbal commands";"No";"5th District";"Firearm Exhibited";"L1";2;"724168056d336ea6a5590d226e0256f9";"F";"White";"45";"13";"No";"Black / African American";"M";"35";"No";"Authorized"
"2486";"FTN2017-0090";2017;"Arresting";"refuse verbal commands";"No";"5th District";"Firearm Exhibited";"L1";2;"b622c63248f02f0cfa414796b51629f5";"M";"Black / African American";"28";"4";"No";"Black / African American";"M";"35";"No";"Authorized"
"2487";"FTN2017-0090";2017;"Arresting";"refuse verbal commands";"Yes";"5th District";"Head Strike (No Wep)";"L3";2;"b622c63248f02f0cfa414796b51629f5";"M";"Black / African American";"28";"4";"No";"Black / African American";"M";"35";"No";"Authorized"
"2488";"FTN2017-0090";2017;"Arresting";"refuse verbal commands";"No";"5th District";"Taser Exhibited";"L1";2;"b622c63248f02f0cfa414796b51629f5";"M";"Black / African American";"28";"4";"No";"Black / African American";"M";"35";"No";"Authorized"
"2489";"FTN2017-0090";2017;"Arresting";"refuse verbal commands";"Yes";"5th District";"Firearm Exhibited";"L1";2;"97606895f04f056ce08f5021998b321c";"M";"Asian / Pacific Islander";"34";"17";"No";"Black / African American";"M";"35";"No";"Authorized"
"2490";"FTN2017-0086";2017;"Call for Service";"Resisting Lawful Arrest";"Yes";"4th District";"Defense Tech / Take-down";"L2";2;"4ab785c0a5d6bbea50a2ce3d0fbbac7d";"M";"Black / African American";"32";"3";"No";"Hispanic";"F";"18";"No";"Authorized"
"2491";"FTN2017-0086";2017;"Call for Service";"Resisting Lawful Arrest";"Yes";"4th District";"Defense Tech / Take-down";"L2";2;"4ab785c0a5d6bbea50a2ce3d0fbbac7d";"M";"Black / African American";"32";"3";"No";"Hispanic";"F";"37";"No";"Authorized"
"2492";"FTN2017-0087";2017;"Call for Service";"Battery on Police Officer";"No";"4th District";"L2-Taser";"L2";2;"193c007a78254c7de60b9980884db4d4";"M";"Black / African American";"42";"3";"No";"Black / African American";"M";"23";"No";"Authorized"
"2493";"FTN2017-0087";2017;"Call for Service";"Battery on Police Officer";"No";"4th District";"L2-Taser";"L2";2;"be0f87812224ec2d8da46f5f632569f4";"M";"Black / African American";"30";"8";"No";"Black / African American";"M";"23";"No";"Authorized"
"2494";"FTN2017-0092";2017;"Call for Service";"Other";"Yes";"8th District";"Hands / Escort tech";"L1";2;"d05d16c9ae58dad19bc5cb868675cd3f";"M";"Black / African American";"27";"NULL";"No";"White";"M";"28";"No";"Authorized"
"2495";"FTN2017-0092";2017;"Call for Service";"Other";"Yes";"8th District";"Hands / Escort tech";"L1";2;"eb36c69a77bec64eef39996598a1c95b";"M";"White";"33";"1";"No";"White";"M";"28";"No";"Authorized"
"2496";"FTN2017-0089";2017;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"39";"11";"No";"Black / African American";"M";"22";"No";"Authorized"
"2497";"FTN2017-0089";2017;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"3a97ff650758cb1e60119a5f8900c8fe";"M";"White";"43";"8";"No";"Black / African American";"M";"22";"No";"Authorized"
"2498";"FTN2017-0088";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";2;"46e9aeb31a8e1b2e5ce5f93ababa7462";"M";"White";"NULL";"NULL";"No";"Black / African American";"M";"18";"No";"Authorized"
"2499";"FTN2017-0088";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";2;"46e9aeb31a8e1b2e5ce5f93ababa7462";"M";"White";"NULL";"NULL";"No";"Black / African American";"M";"20";"No";"Authorized"
"2500";"FTN2017-0088";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Firearm Exhibited";"L1";2;"9918ded260ab833889db4363e1b37e9b";"M";"White";"31";"2";"No";"Black / African American";"M";"20";"No";"Authorized"
"2501";"FTN2017-0088";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"7th District";"Firearm Exhibited";"L1";2;"9918ded260ab833889db4363e1b37e9b";"M";"White";"31";"2";"No";"Black / African American";"M";"18";"No";"Authorized"
"2502";"FTN2017-0085";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"4th District";"Firearm Exhibited";"L1";2;"ea9fd6703fdada009be30dd0f79f78de";"M";"Black / African American";"52";"16";"No";"White";"M";"56";"Yes";"Authorized"
"2503";"FTN2017-0085";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"4th District";"Hands / Escort tech";"L1";2;"ea9fd6703fdada009be30dd0f79f78de";"M";"Black / African American";"52";"16";"No";"White";"M";"56";"Yes";"Authorized"
"2504";"FTN2017-0085";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"4th District";"Firearm Exhibited";"L1";2;"163bab345b263febf4d3ed4441786dad";"M";"White";"26";"1";"No";"White";"M";"56";"Yes";"Authorized"
"2505";"FTN2017-0085";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"4th District";"Taser Exhibited";"L1";2;"a077965e9a888f664ad65f66d8c2844f";"M";"Black / African American";"41";"20";"No";"White";"M";"56";"Yes";"Authorized"
"2506";"FTN2017-0085";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"4th District";"Hands / Escort tech";"L1";2;"a077965e9a888f664ad65f66d8c2844f";"M";"Black / African American";"41";"20";"No";"White";"M";"56";"Yes";"Authorized"
"2507";"FTN2017-0085";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"4th District";"Hands / Escort tech";"L1";2;"be0f87812224ec2d8da46f5f632569f4";"M";"Black / African American";"30";"8";"No";"White";"M";"56";"Yes";"Authorized"
"2508";"FTN2017-0085";2017;"Call for Service";"Resisting Officer w/Weapon";"Yes";"4th District";"Hands / Escort tech";"L1";2;"0610d6748c2411475727041095ea6ada";"F";"Black / African American";"37";"13";"No";"White";"M";"56";"Yes";"Authorized"
"2509";"FTN2017-0083";2017;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"7633f50a8160c449b53966f9babb4f4f";"M";"Black / African American";"45";"20";"No";"Black / African American";"F";"32";"No";"Authorized"
"2510";"FTN2017-0084";2017;"Call for Service";"Resisting Lawful Arrest";"Yes";"4th District";"Defense Tech / Take-down";"L2";2;"c7f21a714c1951047ec6ad042a9df7a6";"M";"White";"34";"2";"No";"Black / African American";"M";"29";"No";"Authorized"
"2511";"FTN2017-0082";2017;"Arresting";"Resisting Lawful Arrest";"Limited";"6th District";"Taser Exhibited";"L1";2;"4629e8fbb51da2cc5a05e09d918c0913";"M";"White";"38";"17";"No";"Black / African American";"M";"28";"No";"Authorized"
"2512";"FTN2017-0080";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"156c5b7d6aa67289c9e2785d0952b31a";"M";"White";"39";"12";"No";"Black / African American";"M";"52";"No";"Authorized"
"2513";"FTN2017-0078";2017;"Call for Service";"Resisting Lawful Arrest";"No";"3rd District";"Taser Exhibited";"L1";2;"4c89bfffc1c23a56bb05302b1170fd95";"F";"White";"38";"3";"No";"White";"M";"31";"No";"Authorized"
"2514";"FTN2017-0078";2017;"Call for Service";"Resisting Lawful Arrest";"Yes";"3rd District";"Defense Tech / Take-down";"L2";2;"4c89bfffc1c23a56bb05302b1170fd95";"F";"White";"38";"3";"No";"White";"M";"31";"No";"Authorized"
"2515";"FTN2017-0078";2017;"Call for Service";"Resisting Lawful Arrest";"Yes";"3rd District";"Defense Tech / Take-down";"L2";2;"9107dc54f46f42c48501039a7feb10d7";"F";"White";"42";"10";"No";"White";"M";"31";"No";"Authorized"
"2516";"FTN2017-0078";2017;"Call for Service";"Resisting Lawful Arrest";"No";"3rd District";"Taser Exhibited";"L1";2;"9107dc54f46f42c48501039a7feb10d7";"F";"White";"42";"10";"No";"White";"M";"31";"No";"Authorized"
"2517";"FTN2017-0081";2017;"Pedestrian Stop";"Resisting Lawful Arrest";"Yes";"4th District";"Firearm Exhibited";"L1";2;"90ae4aa5edc250a9a6301d85e2b7ded7";"M";"Black / African American";"43";"11";"No";"Black / African American";"M";"21";"No";"Authorized"
"2518";"FTN2017-0081";2017;"Pedestrian Stop";"Resisting Lawful Arrest";"Yes";"4th District";"Firearm Exhibited";"L1";2;"90ae4aa5edc250a9a6301d85e2b7ded7";"M";"Black / African American";"43";"11";"No";"Black / African American";"M";"30";"No";"Authorized"
"2519";"FTN2017-0081";2017;"Pedestrian Stop";"Resisting Lawful Arrest";"Yes";"4th District";"Firearm Exhibited";"L1";2;"ea2e0fee593f466db5f32508fa27998f";"M";"White";"39";"3";"No";"Black / African American";"M";"30";"No";"Authorized"
"2520";"FTN2017-0081";2017;"Pedestrian Stop";"Resisting Lawful Arrest";"Yes";"4th District";"Firearm Exhibited";"L1";2;"ea2e0fee593f466db5f32508fa27998f";"M";"White";"39";"3";"No";"Black / African American";"M";"21";"No";"Authorized"
"2521";"FTN2017-0076";2017;"Call for Service";"Resisting Lawful Arrest";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"d05d16c9ae58dad19bc5cb868675cd3f";"M";"Black / African American";"27";"NULL";"Yes";"Black / African American";"M";"30";"No";"Authorized"
"2522";"FTN2017-0076";2017;"Call for Service";"Resisting Lawful Arrest";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"18dc2122e01a455bbfa75505ccf5a62c";"M";"White";"34";"2";"Yes";"Black / African American";"M";"30";"No";"Authorized"
"2523";"FTN2017-0077";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"97f5326a01a264058f94dc4a25141712";"M";"White";"33";"10";"No";"Black / African American";"M";"25";"No";"Authorized"
"2524";"FTN2017-0075";2017;"Call for Service";"Other";"Yes";"8th District";"Firearm Exhibited";"L1";2;"31c5ecd40e312b03fc849515ffb6b3f7";"M";"White";"38";"5";"No";"White";"M";"31";"No";"Authorized"
"2525";"FTN2017-0074";2017;"Other";"Other";"Yes";"6th District";"Firearm Exhibited";"L1";2;"352ca6797e5590641c8e8fb94a42a46e";"M";"Black / African American";"56";"26";"No";"Black / African American";"M";"32";"No";"Authorized"
"2526";"FTN2017-0074";2017;"Other";"Other";"Yes";"6th District";"Firearm Exhibited";"L1";2;"2d44a08d553795b313396ef3a03e96b5";"M";"White";"30";"2";"No";"Black / African American";"M";"32";"No";"Authorized"
"2527";"FTN2017-0072";2017;"Call for Service";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"68b05229828fa6d7dcfa911368299c6e";"M";"Hispanic";"52";"10";"No";"Black / African American";"M";"18";"No";"Authorized"
"2528";"FTN2017-0072";2017;"Call for Service";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"68b05229828fa6d7dcfa911368299c6e";"M";"Hispanic";"52";"10";"No";"Black / African American";"M";"17";"No";"Authorized"
"2529";"FTN2017-0072";2017;"Call for Service";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"68b05229828fa6d7dcfa911368299c6e";"M";"Hispanic";"52";"10";"No";"Black / African American";"M";"16";"No";"Authorized"
"2530";"FTN2017-0072";2017;"Call for Service";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"68b05229828fa6d7dcfa911368299c6e";"M";"Hispanic";"52";"10";"No";"Black / African American";"M";"15";"No";"Authorized"
"2531";"FTN2017-0072";2017;"Call for Service";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"68b05229828fa6d7dcfa911368299c6e";"M";"Hispanic";"52";"10";"No";"Black / African American";"M";"14";"No";"Authorized"
"2532";"FTN2017-0072";2017;"Call for Service";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"68b05229828fa6d7dcfa911368299c6e";"M";"Hispanic";"52";"10";"No";"Black / African American";"M";"15";"No";"Authorized"
"2533";"FTN2017-0073";2017;"Call for Service";"Other";"Yes";"4th District";"Firearm Exhibited";"L1";2;"9442092328966407a6291d2363c0452d";"M";"White";"49";"14";"No";"Black / African American";"M";"29";"No";"Authorized"
"2534";"FTN2017-0069";2017;"Pedestrian Stop";"Other";"Yes";"8th District";"Taser Exhibited";"L1";2;"e4e9deb78cb29b34bcba33a6712042b8";"M";"Hispanic";"29";"8";"No";"Black / African American";"M";"21";"No";"Authorized"
"2535";"FTN2017-0066";2017;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"35d235d806268a1cc4f1201cc14b5561";"M";"Black / African American";"37";"13";"No";"Black / African American";"M";"32";"No";"Authorized"
"2536";"FTN2017-0068";2017;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Hands / Escort tech";"L1";2;"c9565fd1373942009dba98750742fc53";"M";"White";"39";"9";"No";"Black / African American";"F";"31";"No";"Authorized"
"2537";"FTN2017-0068";2017;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Defense Tech / Take-down";"L2";2;"c9565fd1373942009dba98750742fc53";"M";"White";"39";"9";"No";"Black / African American";"F";"31";"No";"Authorized"
"2538";"FTN2017-0068";2017;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Hands / Escort tech";"L1";2;"15d53f6e4b3063dad520ee4728a55056";"M";"White";"40";"19";"No";"Black / African American";"F";"31";"No";"Authorized"
